date,ip_growth,inflation,tbill_3m,fci
1993-10-01,0.762556819003101,0.412939334201123,0.251666666666666,-0.95
1993-11-01,0.405726920729598,0.274348594575091,0.258333333333333,-0.92
1993-12-01,0.515642438293095,0.205268631774213,0.255,-0.96
1994-01-01,0.407122179375107,0.0,0.248333333333333,-1.0
1994-02-01,0.0307979140978353,0.273037712285706,0.270833333333333,-0.95
1994-03-01,1.01907578793714,0.27229424584565,0.291666666666666,-0.82
1994-04-01,0.530594120812288,0.0679578687384108,0.306666666666666,-0.72
1994-05-01,0.562214346008804,0.203596948509865,0.345,-0.71
1994-06-01,0.672205910083612,0.270819393687915,0.345,-0.72
1994-07-01,0.167420731398859,0.33749610165259,0.360833333333333,-0.72
1994-08-01,0.560065861931047,0.403497521217932,0.373333333333333,-0.79
1994-09-01,0.353386672849964,0.201139859968524,0.385,-0.75
1994-10-01,0.838854188747362,0.0669568153572441,0.4125,-0.62
1994-11-01,0.616614783423141,0.267379838440273,0.440833333333333,-0.54
1994-12-01,1.02223024197796,0.200066755629624,0.466666666666666,-0.43
1995-01-01,0.203929658631985,0.266134554951413,0.475833333333333,-0.47
1995-02-01,-0.0945896751019859,0.265428158487335,0.480833333333333,-0.58
1995-03-01,0.145507175787162,0.198609797162951,0.4775,-0.63
1995-04-01,-0.0295346190071654,0.396040121609697,0.470833333333333,-0.67
1995-05-01,0.29649710160502,0.197433430371685,0.4725,-0.71
1995-06-01,0.39638823995407,0.197044398729939,0.455833333333333,-0.67
1995-07-01,-0.409011120203572,0.13114755978103,0.451666666666666,-0.67
1995-08-01,1.32563739114122,0.196399408465985,0.45,-0.71
1995-09-01,0.371509584809626,0.130718972862187,0.44,-0.69
1995-10-01,-0.145869484429805,0.26092643636133,0.44,-0.68
1995-11-01,0.249243055364534,0.130208351729876,0.446666666666666,-0.77
1995-12-01,0.381281265662814,0.130039030028328,0.428333333333333,-0.72
1996-01-01,-0.662984028111424,0.518471673418652,0.416666666666666,-0.71
1996-02-01,1.54970240246514,0.193735934022676,0.4025,-0.78
1996-03-01,-0.138705056250643,0.322061470004175,0.413333333333333,-0.71
1996-04-01,0.863935673207372,0.385109590209786,0.4125,-0.64
1996-05-01,0.713036846050307,0.192000058982433,0.418333333333333,-0.68
1996-06-01,0.833723154247501,0.191632125076424,0.424166666666666,-0.69
1996-07-01,-0.196721287638368,0.191265598633272,0.429166666666666,-0.66
1996-08-01,0.618803088925634,0.127307464679837,0.420833333333333,-0.72
1996-09-01,0.639471492179133,0.317561397388654,0.424166666666666,-0.71
1996-10-01,-0.0756783613783618,0.316556136456114,0.415833333333333,-0.72
1996-11-01,0.859356782969467,0.315557219880968,0.419166666666666,-0.76
1996-12-01,0.624626280324758,0.251730781137737,0.409166666666666,-0.66
1997-01-01,0.156325983110061,0.188383101237388,0.419166666666666,-0.63
1997-02-01,1.20414280526191,0.188028886485192,0.4175,-0.69
1997-03-01,0.699347246839998,0.0625978111207459,0.428333333333333,-0.69
1997-04-01,0.0732983727423253,0.0625586507734254,0.43,-0.63
1997-05-01,0.625735075337452,0.0,0.420833333333333,-0.6
1997-06-01,0.492836627722237,0.187441479435079,0.410833333333333,-0.62
1997-07-01,0.851277547951756,0.124766079815508,0.420833333333333,-0.66
1997-08-01,0.971055245420871,0.249066131245179,0.428333333333333,-0.64
1997-09-01,0.882913635373228,0.248447332766144,0.4125,-0.6
1997-10-01,0.891056874642526,0.185931259018357,0.414166666666666,-0.55
1997-11-01,0.882106455816256,0.123762392034976,0.428333333333333,-0.44
1997-12-01,0.318530976006759,0.0618238041330876,0.43,-0.48
1998-01-01,0.507167438385192,0.123533060799196,0.42,-0.56
1998-02-01,0.0836834576413814,0.0,0.424166666666666,-0.65
1998-03-01,0.0799278788634616,0.0,0.419166666666666,-0.68
1998-04-01,0.347276557034614,0.1233806448929,0.4125,-0.64
1998-05-01,0.615739818003469,0.246305543239788,0.416666666666666,-0.6
1998-06-01,-0.653897851976825,0.122925645472982,0.415,-0.59
1998-07-01,-0.378813971059077,0.245398896156601,0.413333333333333,-0.6
1998-08-01,2.05906355091833,0.122473989589622,0.408333333333333,-0.44
1998-09-01,-0.256390797188377,0.061180791140547,0.384166666666666,-0.12
1998-10-01,0.769759715018025,0.24434954124759,0.33,0.09
1998-11-01,-0.0405921825031185,0.121951234626127,0.3675,-0.07
1998-12-01,0.350289419027216,0.182648452603473,0.365833333333333,-0.16
1999-01-01,0.464998571690333,0.18231545615146,0.361666666666666,-0.25
1999-02-01,0.451736506809386,0.0,0.37,-0.36
1999-03-01,0.191786210360778,0.060698029177697,0.37,-0.42
1999-04-01,0.1931306196008,0.66525797210275,0.3575,-0.46
1999-05-01,0.766775902973915,0.0602591160144605,0.375,-0.45
1999-06-01,-0.157172246982106,0.0,0.380833333333333,-0.37
1999-07-01,0.632170810266607,0.42080014002046,0.379166666666666,-0.27
1999-08-01,0.405209223410718,0.239664584460008,0.393333333333333,-0.18
1999-09-01,-0.355073602692712,0.41803584317579,0.39,-0.16
1999-10-01,1.32857600962434,0.178624638146374,0.405,-0.09
1999-11-01,0.489524997220503,0.178306139365602,0.4225,-0.2
1999-12-01,0.760728075724603,0.237248035363091,0.433333333333333,-0.21
2000-01-01,0.0367656948385253,0.295770697723263,0.443333333333333,-0.24
2000-02-01,0.298234917075745,0.412614791117249,0.4625,-0.26
2000-03-01,0.427609768584691,0.58651194523982,0.474166666666666,-0.2
2000-04-01,0.73132064008945,-0.0584966381114604,0.471666666666666,-0.11
2000-05-01,0.214969052715385,0.17538735860958,0.4825,-0.06
2000-06-01,0.0785266372920645,0.582412828598855,0.474166666666666,-0.04
2000-07-01,-0.117921043256341,0.289939315900245,0.496666666666666,-0.14
2000-08-01,-0.341058844738029,0.0,0.5075,-0.27
2000-09-01,0.379266248804643,0.519781707361755,0.5,-0.23
2000-10-01,-0.34731696882666,0.17266191339873,0.509166666666666,-0.22
2000-11-01,-0.00703879513439531,0.172364305816508,0.514166666666666,-0.25
2000-12-01,-0.298358599519677,0.229357898709903,0.480833333333333,-0.07
2001-01-01,-0.731923560776426,0.571103779551496,0.429166666666666,-0.16
2001-02-01,-0.62385370379383,0.227531383713497,0.406666666666666,-0.32
2001-03-01,-0.29583324816409,0.0568020464008611,0.368333333333333,-0.24
2001-04-01,-0.299147625343376,0.170212807053093,0.3225,-0.27
2001-05-01,-0.730217078728934,0.508906950747167,0.301666666666666,-0.44
2001-06-01,-0.665929954440347,0.225352208044338,0.290833333333333,-0.45
2001-07-01,-0.534464944832002,-0.168966528512726,0.2925,-0.51
2001-08-01,-0.200965106727402,0.0,0.28,-0.56
2001-09-01,-0.352152749453882,0.393812042013763,0.22,-0.28
2001-10-01,-0.497867963383846,-0.281135973754675,0.18,-0.28
2001-11-01,-0.543373574386407,-0.0563221642599032,0.155833333333333,-0.41
2001-12-01,0.0174374317858827,-0.0563539039991845,0.140833333333333,-0.3
2002-01-01,0.616155040738419,0.168966528512726,0.1375,-0.41
2002-02-01,0.0140216720561525,0.168681513147905,0.144166666666666,-0.5
2002-03-01,0.778586055242058,0.280505092760829,0.149166666666666,-0.48
2002-04-01,0.449824428960354,0.447177939139376,0.143333333333333,-0.57
2002-05-01,0.429873329328245,0.11148273172461,0.144166666666666,-0.68
2002-06-01,0.953237774740856,0.0556947939766239,0.141666666666666,-0.58
2002-07-01,-0.235817043738517,0.222469502211097,0.14,-0.45
2002-08-01,0.0197004968612191,0.277392688272559,0.135,-0.41
2002-09-01,0.100667920632258,0.166067018514048,0.135833333333333,-0.34
2002-10-01,-0.31379509267877,0.220994565080268,0.131666666666666,-0.33
2002-11-01,0.509279467314893,0.165426009602587,0.1025,-0.43
2002-12-01,-0.479840217892313,0.165152803847323,0.0991666666666666,-0.41
2003-01-01,0.672174510847778,0.439078641749013,0.0974999999999999,-0.44
2003-02-01,0.280244816850405,0.546151002552175,0.0974999999999999,-0.48
2003-03-01,-0.20894790760666,0.163265342388552,0.0941666666666666,-0.5
2003-04-01,-0.781498750044296,-0.381367937024546,0.0941666666666666,-0.65
2003-05-01,0.047392546652869,-0.163889684321016,0.0891666666666666,-0.76
2003-06-01,0.0378978723766465,0.10928962836445,0.0766666666666666,-0.72
2003-07-01,0.592678279508351,0.327154054061562,0.075,-0.71
2003-08-01,-0.25446350689533,0.434547125950146,0.0791666666666666,-0.66
2003-09-01,0.568598037711254,0.324675609887048,0.0783333333333333,-0.64
2003-10-01,0.0712066352717144,-0.108108118637328,0.0766666666666666,-0.68
2003-11-01,0.759027774770171,0.0540686685245539,0.0775,-0.72
2003-12-01,-0.112544565331163,0.269905696916517,0.075,-0.72
2004-01-01,0.264667308448807,0.430339556005332,0.0733333333333333,-0.77
2004-02-01,0.5250667031647,0.214477294013359,0.0775,-0.83
2004-03-01,-0.517958710333132,0.214018273236771,0.0783333333333333,-0.84
2004-04-01,0.377854409336109,0.160213652427732,0.0783333333333333,-0.81
2004-05-01,0.758047605224732,0.42598573469581,0.085,-0.74
2004-06-01,-0.808716352028504,0.371254735618453,0.105833333333333,-0.74
2004-07-01,0.766110057331381,0.105820115694754,0.110833333333333,-0.73
2004-08-01,0.0306048350457111,0.0528680953365778,0.123333333333333,-0.72
2004-09-01,0.0696100353027695,0.316622955805012,0.1375,-0.74
2004-10-01,0.956537588480621,0.525487283835879,0.146666666666666,-0.74
2004-11-01,0.206877049337705,0.470589103741225,0.1725,-0.74
2004-12-01,0.680893461880405,0.0,0.1825,-0.76
2005-01-01,0.469141353376834,-0.0521784514838863,0.194166666666666,-0.77
2005-02-01,0.642925923079218,0.416667269484616,0.211666666666666,-0.8
2005-03-01,-0.0884738941670626,0.363165120286268,0.228333333333333,-0.81
2005-04-01,0.13420194104432,0.310238097848181,0.231666666666666,-0.74
2005-05-01,0.172864330960553,-0.0516395570473449,0.236666666666666,-0.69
2005-06-01,0.395832011084529,0.0516395570473449,0.2475,-0.71
2005-07-01,-0.195996435035628,0.617603610056427,0.268333333333333,-0.72
2005-08-01,0.153031163245032,0.613812668878566,0.286666666666666,-0.71
2005-09-01,-2.00673727609448,1.36745610201733,0.285,-0.69
2005-10-01,1.28420605919394,0.150791684767703,0.309166666666666,-0.68
2005-11-01,0.979734264073339,-0.503525736564558,0.323333333333333,-0.7
2005-12-01,0.571928979295499,0.0,0.324166666666666,-0.7
2006-01-01,0.120545093390767,0.60392735142436,0.353333333333333,-0.7
2006-02-01,0.0418363152544287,0.0501630308988865,0.369166666666666,-0.73
2006-03-01,0.255904849445798,0.150338289403162,0.375833333333333,-0.75
2006-04-01,0.376116942854754,0.499501538052271,0.383333333333333,-0.77
2006-05-01,-0.143575927328143,0.298507684345406,0.393333333333333,-0.76
2006-06-01,0.384664385759236,0.248077527376278,0.399166666666666,-0.69
2006-07-01,0.0120801260574232,0.543613891225991,0.4125,-0.68
2006-08-01,0.33397952769425,0.442587395685567,0.413333333333333,-0.72
2006-09-01,-0.175128621301645,-0.491884907159612,0.400833333333333,-0.72
2006-10-01,-0.0371074018190142,-0.444774639823641,0.41,-0.75
2006-11-01,-0.127783385190483,0.049517208241312,0.411666666666666,-0.79
2006-12-01,0.97150356742004,0.543077118513402,0.404166666666666,-0.73
2007-01-01,-0.472653154290547,0.16579060562325,0.415,-0.79
2007-02-01,1.07982103403943,0.387084913353952,0.419166666666666,-0.85
2007-03-01,0.136148979270078,0.518664749319963,0.411666666666666,-0.75
2007-04-01,0.723346778278166,0.299616948199865,0.405833333333333,-0.75
2007-05-01,0.0436503048218739,0.412447665692372,0.394166666666666,-0.76
2007-06-01,-0.00619178968888078,0.2314072179459,0.384166666666666,-0.68
2007-07-01,0.0461296070389138,0.177901246668099,0.401666666666666,-0.55
2007-08-01,0.126696957865313,0.0308233200118302,0.35,-0.04
2007-09-01,0.382209486157947,0.422860024543858,0.324166666666666,0.17
2007-10-01,-0.487845669637554,0.307849440109908,0.325,-0.05
2007-11-01,0.56498590536993,0.782816408287345,0.2725,0.23
2007-12-01,-0.0236222192882884,0.289382340294874,0.25,0.59
2008-01-01,-0.247077142960083,0.34417753671736,0.229166666666666,0.37
2008-02-01,-0.26983765340347,0.241490863745408,0.176666666666666,0.43
2008-03-01,-0.266966029488546,0.357164189274517,0.105,0.82
2008-04-01,-0.72253445286865,0.231170696550808,0.1075,0.72
2008-05-01,-0.463006343005556,0.59000520681236,0.144166666666666,0.42
2008-06-01,-0.199741547626874,1.0423718797166,0.155,0.56
2008-07-01,-0.490758853008532,0.711606539350473,0.135833333333333,0.74
2008-08-01,-1.54402527472656,-0.14895846082954,0.143333333333333,0.6
2008-09-01,-4.29893877490217,0.0854726299673203,0.0941666666666666,1.39
2008-10-01,0.845769520068895,-0.863561639955801,0.0558333333333333,2.75
2008-11-01,-1.28757930550946,-1.78640940928183,0.0158333333333333,2.79
2008-12-01,-2.87805096469959,-0.826760505408152,0.0025,2.65
2009-01-01,-2.22471511300002,0.25275743322668,0.0108333333333333,1.92
2009-02-01,-0.718260879964738,0.36360422314452,0.025,1.72
2009-03-01,-1.50239831780441,-0.0987770541272858,0.0175,1.59
2009-04-01,-0.782584139879727,0.100657575219731,0.0133333333333333,1.17
2009-05-01,-1.06345456018033,0.147041233264744,0.015,0.79
2009-06-01,-0.378706831199515,0.826535985544119,0.015,0.64
2009-07-01,0.992289736046636,-0.0298009855155712,0.015,0.42
2009-08-01,0.949162859774777,0.334285979087933,0.0141666666666666,0.17
2009-09-01,0.729759447729705,0.192902546683626,0.01,0.06
2009-10-01,0.358315778684481,0.299743499858529,0.00583333333333333,-0.01
2009-11-01,0.384856483598827,0.334299654493097,0.00416666666666666,-0.08
2009-12-01,0.333813180035491,0.0520041154797645,0.00416666666666666,-0.14
2010-01-01,1.21199745664961,0.0547361753080899,0.005,-0.25
2010-02-01,0.264679531545564,-0.098914934327432,0.00916666666666666,-0.31
2010-03-01,0.75555576224815,0.0248529534872865,0.0125,-0.47
2010-04-01,0.393634107919993,0.0326676347166099,0.0133333333333333,-0.52
2010-05-01,1.5479689566197,-0.0354287689908083,0.0133333333333333,-0.22
2010-06-01,0.226586782331583,-0.00644294313865145,0.01,-0.16
2010-07-01,0.628246509969354,0.180245679452095,0.0133333333333333,-0.29
2010-08-01,0.283800935707301,0.153779446356239,0.0133333333333333,-0.35
2010-09-01,0.263198755766502,0.123311643361834,0.0125,-0.39
2010-10-01,-0.310552149347387,0.339808927385831,0.0108333333333333,-0.47
2010-11-01,0.197557418031912,0.237135515439934,0.0116666666666666,-0.46
2010-12-01,0.844364645429518,0.405927176952758,0.0116666666666666,-0.47
2011-01-01,0.0249457754651238,0.292173364606451,0.0125,-0.52
2011-02-01,-0.553181220075593,0.331453595178121,0.0108333333333333,-0.55
2011-03-01,0.991684377580437,0.512174800012399,0.00833333333333333,-0.53
2011-04-01,-0.47176557452051,0.492606323519417,0.005,-0.58
2011-05-01,0.316839208852748,0.383987072371194,0.00333333333333333,-0.55
2011-06-01,0.234985129849718,0.0320065438333294,0.00333333333333333,-0.54
2011-07-01,0.637959671744869,0.24992078138748,0.00333333333333333,-0.47
2011-08-01,0.486382178231537,0.263890948399936,0.00166666666666666,-0.12
2011-09-01,0.102022896585474,0.231878784970707,0.000833333333333333,0.01
2011-10-01,0.513626271718603,0.0383737475349477,0.00166666666666666,-0.02
2011-11-01,0.110255164806183,0.165235762880833,0.000833333333333333,0.01
2011-12-01,0.386566750977301,-0.0189331813373883,0.000833333333333333,-0.05
2012-01-01,0.852763873022599,0.252001743004903,0.0025,-0.25
2012-02-01,0.374240262141789,0.207106637376153,0.0075,-0.39
2012-03-01,-0.38288511843163,0.260030352046758,0.00666666666666666,-0.48
2012-04-01,0.819388899955075,0.197416184103183,0.00666666666666666,-0.51
2012-05-01,0.325617110857745,-0.130984937997258,0.0075,-0.4
2012-06-01,0.050958929750422,-0.0257805725151882,0.0075,-0.36
2012-07-01,0.558636302353843,-0.0201047194321013,0.00833333333333333,-0.46
2012-08-01,-0.60722686809278,0.511411941453143,0.00833333333333333,-0.51
2012-09-01,0.279587289859062,0.491934411868033,0.00916666666666666,-0.61
2012-10-01,-0.0774534496259526,0.244630993030892,0.00833333333333333,-0.66
2012-11-01,0.970091076172607,-0.199636227239707,0.0075,-0.66
2012-12-01,0.0990759771975824,-0.0393693127785255,0.00583333333333333,-0.7
2013-01-01,0.052143288495543,0.0960166156548147,0.00583333333333333,-0.73
2013-02-01,0.643601026785667,0.550958455277417,0.00833333333333333,-0.76
2013-03-01,0.447485734007724,-0.225534556318685,0.0075,-0.8
2013-04-01,-0.177867965878952,-0.15869528236605,0.005,-0.82
2013-05-01,0.105672403272816,0.179806917756053,0.00333333333333333,-0.8
2013-06-01,0.193041620157519,0.316570296897378,0.00416666666666666,-0.73
2013-07-01,-0.165886755800137,0.16819995727122,0.00333333333333333,-0.76
2013-08-01,0.557055900973502,0.0775683851315101,0.00333333333333333,-0.79
2013-09-01,0.716436798796849,0.132712316342864,0.00166666666666666,-0.8
2013-10-01,0.100527604680422,0.0166835998462566,0.00416666666666666,-0.86
2013-11-01,0.549968249721377,0.107307386075739,0.00583333333333333,-0.94
2013-12-01,0.179567411143022,0.239422938920164,0.00583333333333333,-0.95
2014-01-01,-0.186867307665306,0.14440066658814,0.00333333333333333,-0.94
2014-02-01,1.06730924289371,0.100403750601252,0.00416666666666666,-0.96
2014-03-01,0.833080174439881,0.200081203684554,0.00416666666666666,-0.95
2014-04-01,-0.256153812882331,0.26022807939654,0.0025,-0.93
2014-05-01,0.590597275804949,0.350279334859493,0.0025,-0.95
